Product Name,Product Version,Mapped Product Name,Lifecycle Color,Match Type,Match Details
Maximo Application Suite,9.1.0,Maximo Application Suite,green,substring,"Substring match: found 'maximo application suite' in 'ibm maximo application suite', version='9.1.x'"
Master Data Management AE,nan,Master Data Management AE,blue,no_match,Empty or null version
Maximo Asset Management,7.6.1.2,Maximo Asset Management,red,major.minor,Major.minor match: '7.6.1.2' matches '7.6.0.x' in 'ibm maximo asset management'
Verify Identity Access,V.10.0.7,Verify Identity Access,blue,no_match,"No match found for product 'Verify Identity Access' (mapped from 'Verify Identity Access'), version 'v.10.0.7'"
Db2 pureScale,11.5,Db2 pureScale,blue,no_match,"No match found for product 'Db2 pureScale' (mapped from 'Db2 pureScale'), version '11.5'"
Storage Scale System Software,Storage Scale System Data Management Edition v5.2.3,Storage Scale System Software,green,wildcard,Wildcard match: version 'storage scale system data management edition v5.2.3' matches pattern '5.2.x' in 'ibm storage scale system software data access edition'
WebSphere Liberty Core,25.x Liberty,WebSphere Application Server Liberty Core,blue,no_match,"No match found for product 'WebSphere Application Server Liberty Core' (mapped from 'WebSphere Liberty Core'), version '25.x liberty'"
ThinkSystem SR V1 Series Server,nan,ThinkSystem SR V1 Series Server,blue,no_match,Empty or null version
webMethods Integration,10.15,webMethods Integration,blue,no_match,"No match found for product 'webMethods Integration' (mapped from 'webMethods Integration'), version '10.15'"
FlashSystem 5000,8.4,FlashSystem 5000,blue,no_match,"No match found for product 'FlashSystem 5000' (mapped from 'FlashSystem 5000'), version '8.4'"
PowerVM / VIOS,3.1.4.10,PowerVM,blue,no_match,"No match found for product 'PowerVM' (mapped from 'PowerVM / VIOS'), version '3.1.4.10'"
Storage Protect,8.1.19.0,Storage Protect,green,substring,"Substring match: found 'storage protect' in 'ibm storage protect', version='8.1.x'"
FlashSystem 5100,Unknown,FlashSystem 5100,blue,no_match,"No match found for product 'FlashSystem 5100' (mapped from 'FlashSystem 5100'), version 'unknown'"
FlashSystem 7200,Unknown,FlashSystem 7200,blue,no_match,"No match found for product 'FlashSystem 7200' (mapped from 'FlashSystem 7200'), version 'unknown'"
Storage Protect,8.1.17.0,Storage Protect,green,substring,"Substring match: found 'storage protect' in 'ibm storage protect', version='8.1.x'"
WebSphere Hybrid Edition,nan,WebSphere Hybrid Edition,blue,no_match,Empty or null version
Storwize V5000e,Unknown,Storwize V5000e,blue,no_match,"No match found for product 'Storwize V5000e' (mapped from 'Storwize V5000e'), version 'unknown'"
Terraform Self-Managed,202505-1,Terraform Self-Managed,green,wildcard,Wildcard match: version '202505-1' matches pattern '2.x.x' in 'ibm terraform self-managed'
Storage Protect,8.1.10.0,Storage Protect,green,substring,"Substring match: found 'storage protect' in 'ibm storage protect', version='8.1.x'"
Terraform,nan,Terraform,blue,no_match,Empty or null version
FlashSystem 9100,8.6,FlashSystem 9100,blue,no_match,"No match found for product 'FlashSystem 9100' (mapped from 'FlashSystem 9100'), version '8.6'"
Cloud Pak for AIOps,4.12.0,Cloud Pak for AIOps,green,wildcard,Wildcard match: version '4.12.0' matches pattern '4.x' in 'ibm cloud pak for aiops'
Cognos Analytics,12.1.2,IBM Cognos Analytics,green,exact,"Exact match: product='ibm cognos analytics', version='12.1.x'"
Guardium Data Protection,12.2,Guardium Data Protection,green,substring,"Substring match: found 'guardium data protection' in 'ibm guardium data protection', version='12.2.x'"
Verify Identity Access,V.10.0.9,Verify Identity Access,blue,no_match,"No match found for product 'Verify Identity Access' (mapped from 'Verify Identity Access'), version 'v.10.0.9'"
MongoDB,nan,MongoDB,blue,no_match,Empty or null version
License Metric Tool,9.2.40,License Metric Tool,green,substring,"Substring match: found 'license metric tool' in 'ibm license metric tool', version='9.2.x'"
Cloud Object Storage,Unknown / Not Listed,Cloud Object Storage,blue,no_match,"No match found for product 'Cloud Object Storage' (mapped from 'Cloud Object Storage'), version 'unknown / not listed'"
Tivoli Composite Application Manager for Applications,720,Tivoli Composite Application Manager for Applications,blue,no_match,"No match found for product 'Tivoli Composite Application Manager for Applications' (mapped from 'Tivoli Composite Application Manager for Applications'), version '720'"
Point of Sale Monitor,nan,Point of Sale Monitor,blue,no_match,Empty or null version
Trusteer Rapport,nan,Trusteer Rapport,blue,no_match,Empty or null version
SUSE Linux Enterprise Server,15.x,SUSE Linux Enterprise Server,blue,no_match,"No match found for product 'SUSE Linux Enterprise Server' (mapped from 'SUSE Linux Enterprise Server'), version '15.x'"
Storage Protect,8.1.9.0,Storage Protect,green,substring,"Substring match: found 'storage protect' in 'ibm storage protect', version='8.1.x'"
iPhone,nan,iPhone,blue,no_match,Empty or null version
Content Collector,4.0.1,Content Collector,green,substring,"Substring match: found 'content collector' in 'ibm content collector', version='4.0.x'"
QRadar SIEM,7.5.0.13,IBM Security QRadar SIEM,green,exact,"Exact match: product='ibm security qradar siem', version='7.5.x'"
Robotic Process Automation,23.0.20,IBM Robotic Process Automation,green,exact,"Exact match: product='ibm robotic process automation', version='23.0.x'"
InfoSphere Information Server: Generic,11.7.1,InfoSphere Information Server: Generic,blue,no_match,"No match found for product 'InfoSphere Information Server: Generic' (mapped from 'InfoSphere Information Server: Generic'), version '11.7.1'"
Security Verify Privilege,11.6.3,Security Verify Privilege,green,substring,"Substring match: found 'security verify privilege' in 'ibm security verify privilege', version='11.6.3'"
Hardware Management Console Application,V10 R2 Physical Appliance Only,Hardware Management Console Application,blue,no_match,"No match found for product 'Hardware Management Console Application' (mapped from 'Hardware Management Console Application'), version 'v10 r2 physical appliance only'"
FlashSystem 5200,nan,FlashSystem 5200,blue,no_match,Empty or null version
Turbonomic On-Premises,8.19,Turbonomic On-Premises,blue,no_match,"No match found for product 'Turbonomic On-Premises' (mapped from 'Turbonomic On-Premises'), version '8.19'"
PowerVM / VIOS,3.1.4.60,PowerVM,blue,no_match,"No match found for product 'PowerVM' (mapped from 'PowerVM / VIOS'), version '3.1.4.60'"
GDPS (Geographically Dispersed Parallel Sysplex),V4R9,GDPS (Geographically Dispersed Parallel Sysplex),blue,no_match,"No match found for product 'GDPS (Geographically Dispersed Parallel Sysplex)' (mapped from 'GDPS (Geographically Dispersed Parallel Sysplex)'), version 'v4r9'"
Appliances,nan,Appliances,blue,no_match,Empty or null version
Sterling B2B Integrator,6.2.0,IBM Sterling B2B Integrator,green,substring,"Substring match: found 'ibm sterling b2b integrator' in 'ibm sterling b2b integrator', version='6.2.x'"
Storwize V5000e,8.5,Storwize V5000e,blue,no_match,"No match found for product 'Storwize V5000e' (mapped from 'Storwize V5000e'), version '8.5'"
eCare: Passport Advantage,nan,eCare: Passport Advantage,blue,no_match,Empty or null version
QRadar SIEM,7.5.0.14,IBM Security QRadar SIEM,green,exact,"Exact match: product='ibm security qradar siem', version='7.5.x'"
FlashSystem 5000,9.1,FlashSystem 5000,blue,no_match,"No match found for product 'FlashSystem 5000' (mapped from 'FlashSystem 5000'), version '9.1'"
Storage Scale System Software,Storage Scale System Software Data Management Edition 5.1.9,Storage Scale System Software,blue,no_match,"No match found for product 'Storage Scale System Software' (mapped from 'Storage Scale System Software'), version 'storage scale system software data management edition 5.1.9'"
webMethods Hybrid Integration SaaS,nan,webMethods Hybrid Integration SaaS,blue,no_match,Empty or null version
ThinkSystem Series Storage,nan,ThinkSystem Series Storage,blue,no_match,Empty or null version
Tivoli Composite Application Manager for Applications,710,Tivoli Composite Application Manager for Applications,blue,no_match,"No match found for product 'Tivoli Composite Application Manager for Applications' (mapped from 'Tivoli Composite Application Manager for Applications'), version '710'"
Salesforce Internal Support,nan,Salesforce Internal Support,blue,no_match,Empty or null version
Vault Self-Managed,1.19.14,Vault Self-Managed,green,substring,"Substring match: found 'vault self-managed' in 'ibm vault self-managed', version='1.19.x'"
SevOne Network Performance Management,7.0.1,SevOne Network Performance Management,green,wildcard,Wildcard match: version '7.0.1' matches pattern '7.x' in 'ibm sevone network performance management'
Informix Dynamic Server,IDS 14.10.xC4,IBM Informix Advanced Enterprise Edition,blue,no_match,"No match found for product 'IBM Informix Advanced Enterprise Edition' (mapped from 'Informix Dynamic Server'), version 'ids 14.10.xc4'"
Power System S822 Server,nan,Power System S822 Server,blue,no_match,Empty or null version
Storwize V7000,8.5,Storwize V7000,blue,no_match,"No match found for product 'Storwize V7000' (mapped from 'Storwize V7000'), version '8.5'"
OpenPages on Cloud,9.1.2,OpenPages on Cloud,blue,no_match,"No match found for product 'OpenPages on Cloud' (mapped from 'OpenPages on Cloud'), version '9.1.2'"
License Metric Tool,9.2.42,License Metric Tool,green,substring,"Substring match: found 'license metric tool' in 'ibm license metric tool', version='9.2.x'"
SUSE Linux Enterprise Server for SAP Applications,15.x,SUSE Linux Enterprise Server for SAP Applications,blue,no_match,"No match found for product 'SUSE Linux Enterprise Server for SAP Applications' (mapped from 'SUSE Linux Enterprise Server for SAP Applications'), version '15.x'"
Aironet Series,nan,Aironet Series,blue,no_match,Empty or null version
Data Replication for z/OS,nan,Data Replication for z/OS,blue,no_match,Empty or null version
SevOne Network Performance Management,8.1.0,SevOne Network Performance Management,green,wildcard,Wildcard match: version '8.1.0' matches pattern '8.x' in 'ibm sevone network performance management'
OpenPages,9.0.0.5,OpenPages,green,substring,"Substring match: found 'openpages' in 'ibm openpages', version='9.0.x'"
Aspera On Cloud,nan,Aspera On Cloud,blue,no_match,Empty or null version
FlashSystem 9200,8.5,FlashSystem 9200,blue,no_match,"No match found for product 'FlashSystem 9200' (mapped from 'FlashSystem 9200'), version '8.5'"
Master Data Management CE,12.0,Master Data Management CE,blue,no_match,"No match found for product 'Master Data Management CE' (mapped from 'Master Data Management CE'), version '12.0'"
Netcool/OMNIbus,8.1.0.32,Netcool/OMNIbus,red,exact,"Exact match: product='netcool/omnibus', version='8.1.x'"
Vault Self-Managed,1.21.4,Vault Self-Managed,blue,no_match,"No match found for product 'Vault Self-Managed' (mapped from 'Vault Self-Managed'), version '1.21.4'"
XL C/C++,"XL C/C++ for AIX, V16.1",XL C/C++,blue,no_match,"No match found for product 'XL C/C++' (mapped from 'XL C/C++'), version 'xl c/c++ for aix, v16.1'"
HashiCorp Boundary SaaS,nan,HashiCorp Boundary SaaS,blue,no_match,Empty or null version
Cash Drawers,nan,Cash Drawers,blue,no_match,Empty or null version
Informix Dynamic Server,IDS 14.10.xC10,IBM Informix Advanced Enterprise Edition,blue,no_match,"No match found for product 'IBM Informix Advanced Enterprise Edition' (mapped from 'Informix Dynamic Server'), version 'ids 14.10.xc10'"
Netcool Operations Insights,1.6.4,Netcool Operations Insights,blue,no_match,"No match found for product 'Netcool Operations Insights' (mapped from 'Netcool Operations Insights'), version '1.6.4'"
Tivoli Monitoring,6.3,Tivoli Monitoring,green,exact,"Exact match: product='tivoli monitoring', version='6.3.x'"
IBM Z Security and Compliance Center,V1.3.0,IBM Z Security and Compliance Center,blue,no_match,"No match found for product 'IBM Z Security and Compliance Center' (mapped from 'IBM Z Security and Compliance Center'), version 'v1.3.0'"
Premium Operations Microsoft,nan,Premium Operations Microsoft,blue,no_match,Empty or null version
Planning Analytics Local,2.1.16,Planning Analytics Local,green,substring,"Substring match: found 'planning analytics local' in 'ibm planning analytics local', version='2.1.x'"
Engineering Requirements Management DOORS Next,7.1.0,Engineering Requirements Management DOORS Next,green,substring,"Substring match: found 'engineering requirements management doors next' in 'ibm engineering requirements management doors next', version='7.1.0'"
Db2 Genius Hub,1.1.x,Db2 Genius Hub,green,substring,"Substring match: found 'db2 genius hub' in 'ibm db2 genius hub', version='1.1.x'"
XIV,nan,XIV,blue,no_match,Empty or null version
MQ,9.4 CD,IBM MQ,blue,no_match,"No match found for product 'IBM MQ' (mapped from 'MQ'), version '9.4 cd'"
Business Automation Workflow,24.0.0,Business Automation Workflow,green,substring,"Substring match: found 'business automation workflow' in 'ibm business automation workflow', version='24.0.x'"
zEC12,nan,zEC12,blue,no_match,Empty or null version
webMethods API Management,10.15,webMethods API Management,blue,no_match,"No match found for product 'webMethods API Management' (mapped from 'webMethods API Management'), version '10.15'"
Informix Dynamic Server,IDS 14.10.xC11,IBM Informix Advanced Enterprise Edition,blue,no_match,"No match found for product 'IBM Informix Advanced Enterprise Edition' (mapped from 'Informix Dynamic Server'), version 'ids 14.10.xc11'"
Storage Protect,8.1.22.0,Storage Protect,green,substring,"Substring match: found 'storage protect' in 'ibm storage protect', version='8.1.x'"
PowerVC for Private Cloud,2.2.1,PowerVC for Private Cloud,orange,substring,"Substring match: found 'powervc for private cloud' in 'ibm powervc for private cloud', version='2.2.x'"
VM Lifecycle Manager,7.1,VM Lifecycle Manager,blue,no_match,"No match found for product 'VM Lifecycle Manager' (mapped from 'VM Lifecycle Manager'), version '7.1'"
Storwize V5000,nan,Storwize V5000,blue,no_match,Empty or null version
Engineering Requirements Management DOORS,9.7.2,Engineering Requirements Management DOORS,green,substring,"Substring match: found 'engineering requirements management doors' in 'ibm engineering requirements management doors', version='9.7.x'"
