original_product,mapped_product,version,normalized_versions,found_in,matched_version,is_blue
Wireless Controller,Wireless Controller,Wireless Controller,wireless controller,NOT FOUND,N/A,True
InfoSphere Information Server: BigIntegrate and BigQuality (BIBQ),InfoSphere Information Server: BigIntegrate and BigQuality (BIBQ),InfoSphere Information Server: BigIntegrate and BigQuality (BIBQ,infosphere information server: bigintegrate and bigquality (bibq,NOT FOUND,N/A,True
Power System 595 Server,Power System 595 Server,Power System 595 Server,power system 595 server,NOT FOUND,N/A,True
Db2 Object Comparison Tool for z/OS,Db2 Object Comparison Tool for z/OS,Db2 Object Comparison Tool for z/OS,db2 object comparison tool for z/os,NOT FOUND,N/A,True
Network Switches,Network Switches,Network Switch,network switch,NOT FOUND,N/A,True
Quantum Safe Remediator,Quantum Safe Remediator,unassigned,unassigned,NOT FOUND,N/A,True
OMEGAMON for z/OS Management Suite,OMEGAMON for z/OS Management Suite,OMEGAMON for z/OS Management Suite,omegamon for z/os management suite,NOT FOUND,N/A,True
Db2 Automation Tool for z/OS,Db2 Automation Tool for z/OS,Db2 Automation Tool for z/OS,db2 automation tool for z/os,NOT FOUND,N/A,True
Partner Ecosystem Support,Partner Ecosystem Support,PA Care,pa care,NOT FOUND,N/A,True
Power System 795 Server,Power System 795 Server,Power System 795 Server,power system 795 server,NOT FOUND,N/A,True
watsonx BI,watsonx BI,watsonx BI,watsonx bi,NOT FOUND,N/A,True
Z Virtual Test Platform,Z Virtual Test Platform,Z Virtual Test Platform,z virtual test platform,NOT FOUND,N/A,True
GSS (GPFS Storage Server),GSS (GPFS Storage Server),GSS (GPFS Storage Server),gss (gpfs storage server),NOT FOUND,N/A,True
webMethods Hybrid Integration,webMethods Hybrid Integration,webMethods Hybrid Integration,webmethods hybrid integration,NOT FOUND,N/A,True
Tape Drives,Tape Drives,TS2260 Tape Drives,ts2260 tape drives,NOT FOUND,N/A,True
IMS Enterprise Suite,IMS Enterprise Suite,IMS Enterprise Suite,ims enterprise suite,NOT FOUND,N/A,True
Network Management,Network Management,Network Management Software,network management software,NOT FOUND,N/A,True
Terminals for Attractive Customer Experience Keypad,Terminals for Attractive Customer Experience Keypad,Terminals for Attractive Customer Experience Keypad,terminals for attractive customer experience keypad,NOT FOUND,N/A,True
PIX,PIX,PIX,pix,NOT FOUND,N/A,True
ProLiant XL Series Servers,ProLiant XL Series Servers,ProLiant XL Series Servers,proliant xl series servers,NOT FOUND,N/A,True
Advanced Reporting for DFSMShsm,Advanced Reporting for DFSMShsm,Tivoli Advanced Reporting for DFSMShsm,tivoli advanced reporting for dfsmshsm,NOT FOUND,N/A,True
Exadata,Exadata,Exadata,exadata,NOT FOUND,N/A,True
IMS Connect Extensions for z/OS,IMS Connect Extensions for z/OS,IMS Connect Extensions,ims connect extensions,NOT FOUND,N/A,True
Synergy Series Frames,Synergy Series Frames,Synergy Series Frames,synergy series frames,NOT FOUND,N/A,True
USB Port Hub,USB Port Hub,USB Port Hub,usb port hub,NOT FOUND,N/A,True
VNX Series,VNX Series,VNX Series,vnx series,NOT FOUND,N/A,True
ACE,ACE,ACE,ace,NOT FOUND,N/A,True
Partner Ecosystem Support,Partner Ecosystem Support,unassigned,unassigned,NOT FOUND,N/A,True
NetEngine AR Series Routers,NetEngine AR Series Routers,NetEngine AR Series Routers,netengine ar series routers,NOT FOUND,N/A,True
USB Keyboard,USB Keyboard,USB Keyboard,usb keyboard,NOT FOUND,N/A,True
z/VM Agent for TDMF z/OS,z/VM Agent for TDMF z/OS,z/VM Agent for TDMF z/OS,z/vm agent for tdmf z/os,NOT FOUND,N/A,True
HashiCorp Marketplace SaaS,HashiCorp Marketplace SaaS,HashiCorp Marketplace SaaS,hashicorp marketplace saas,NOT FOUND,N/A,True
Test Partner Ecosystem Support,Test Partner Ecosystem Support,Test King Friday Product,test king friday product,NOT FOUND,N/A,True
G820 Series SAN Switches,G820 Series SAN Switches,No Product,no product,NOT FOUND,N/A,True
PowerLE2U Next,PowerLE2U Next,unassigned,unassigned,NOT FOUND,N/A,True
FlashSystem 7600,FlashSystem 7600,No Product,no product,NOT FOUND,N/A,True
ProLiant BL Series P-Class Servers Blades,ProLiant BL Series P-Class Servers Blades,Proliant DL Server,proliant dl server,NOT FOUND,N/A,True
x86 Servers,x86 Servers,x86 Servers,x86 servers,NOT FOUND,N/A,True
Tivoli Composite Application Manager for Application Diagnostics,Tivoli Composite Application Manager for Application Diagnostics,ITCAM,itcam,NOT FOUND,N/A,True
Matrix Printer,Matrix Printer,Matrix Printer,matrix printer,NOT FOUND,N/A,True
ServerProtect,ServerProtect,unassigned,unassigned,NOT FOUND,N/A,True
SQL Data Insights Pro,SQL Data Insights Pro,No Product,no product,NOT FOUND,N/A,True
Ons,Ons,Ons,ons,NOT FOUND,N/A,True
Maximo Anywhere,Maximo Anywhere,Maximo Anywhere,maximo anywhere,NOT FOUND,N/A,True
Content Integrator,Content Integrator,Content Integrator,content integrator,NOT FOUND,N/A,True
One540 Series Access Routers,One540 Series Access Routers,One540 Series Access Routers,one540 series access routers,NOT FOUND,N/A,True
TS2240 Tape Drive,TS2240 Tape Drive,TS2240 Tape Drive,ts2240 tape drive,NOT FOUND,N/A,True
eCare: Passport Advantage,eCare: Passport Advantage,eCare,ecare,NOT FOUND,N/A,True
Network Finance WorkStation USB Device Server,Network Finance WorkStation USB Device Server,Network Finance WorkStation USB Device Server,network finance workstation usb device server,NOT FOUND,N/A,True
Apache CouchDB,Apache CouchDB,Apache CouchDB,apache couchdb,NOT FOUND,N/A,True
Firepower Chassis,Firepower Chassis,Firepower Chassis,firepower chassis,NOT FOUND,N/A,True
Kakiri-kun Series Power Strips,Kakiri-kun Series Power Strips,Kakiri-kun Series Power Strips,kakiri-kun series power strips,NOT FOUND,N/A,True
Tape Controller,Tape Controller,Tape Controller,tape controller,NOT FOUND,N/A,True
Business Automation Starter Kit,Business Automation Starter Kit,Business Automation Starter Kit,business automation starter kit,NOT FOUND,N/A,True
Mini-Tiger Price Computing Scale,Mini-Tiger Price Computing Scale,Mini-Tiger Price Computing Scale,mini-tiger price computing scale,NOT FOUND,N/A,True
Key Lifecycle Manager for z/OS,Key Lifecycle Manager for z/OS,Key Lifecycle Manager for z/OS,key lifecycle manager for z/os,NOT FOUND,N/A,True
System i 570 Server,System i 570 Server,System i 570 Server,system i 570 server,NOT FOUND,N/A,True
Kraken Beta,Kraken Beta,unassigned,unassigned,NOT FOUND,N/A,True
Planning Analytics Core Financial Applications,Planning Analytics Core Financial Applications,Planning Analytics Core Financial Applications,planning analytics core financial applications,NOT FOUND,N/A,True
API Connect for GraphQL,API Connect for GraphQL,API Connect Essentials,api connect essentials,NOT FOUND,N/A,True
Apache Ranger,Apache Ranger,Apache Ranger,apache ranger,NOT FOUND,N/A,True
Lenovo Server - Mission Critical,Lenovo Server - Mission Critical,Storwize V5000 Storage Systems,storwize v5000 storage systems,NOT FOUND,N/A,True
Comcipher Series Network Encryptor Devices,Comcipher Series Network Encryptor Devices,Comcipher Series Network Encryptor Devices,comcipher series network encryptor devices,NOT FOUND,N/A,True
Power System H924 Server,Power System H924 Server,Power System H924 Server,power system h924 server,NOT FOUND,N/A,True
Hyperion,Hyperion,Hyperion,hyperion,NOT FOUND,N/A,True
Storage Premium Operations,Storage Premium Operations,Storage Premium Operations,storage premium operations,NOT FOUND,N/A,True
Cisco Catalyst Series Blade Switches,Cisco Catalyst Series Blade Switches,Cisco Catalyst Series Blade Switches,cisco catalyst series blade switches,NOT FOUND,N/A,True
Key Management Solutions,Key Management Solutions,No Product,no product,NOT FOUND,N/A,True
Automatic Binary Optimizer,Automatic Binary Optimizer,Automatic Binary Optimizer,automatic binary optimizer,NOT FOUND,N/A,True
Trinzic Series Appliances,Trinzic Series Appliances,Trinzic Series Appliance,trinzic series appliance,NOT FOUND,N/A,True
Firewall,Firewall,Firewall,firewall,NOT FOUND,N/A,True
LaserJet Enterprise Series Printers,LaserJet Enterprise Series Printers,LaserJet Enterprise Series Printers,laserjet enterprise series printers,NOT FOUND,N/A,True
Power System 560 Server,Power System 560 Server,Power System 560 Server,power system 560 server,NOT FOUND,N/A,True
Unity EdgeConnect Appliances,Unity EdgeConnect Appliances,No Product,no product,NOT FOUND,N/A,True
DataAI SWAT,DataAI SWAT,unassigned,unassigned,NOT FOUND,N/A,True
Maximo Application Suite SWAT,Maximo Application Suite SWAT,unassigned,unassigned,NOT FOUND,N/A,True
Engineering Lifecycle Management SWAT,Engineering Lifecycle Management SWAT,unassigned,unassigned,NOT FOUND,N/A,True
Entitled Systems Support,Entitled Systems Support,Entitled Systems Support - ESS,entitled systems support - ess,NOT FOUND,N/A,True
Cloud Video Logistics Manager,Cloud Video Logistics Manager,unassigned,unassigned,NOT FOUND,N/A,True
AI Ops SWAT,AI Ops SWAT,AI Ops SWAT,ai ops swat,NOT FOUND,N/A,True
Data Privacy Investigations,Data Privacy Investigations,Data Privacy Operations,data privacy operations,NOT FOUND,N/A,True
Delivery SCBN Premium,Delivery SCBN Premium,WCE Provisioning,wce provisioning,NOT FOUND,N/A,True
STERLING Tiger SWAT,STERLING Tiger SWAT,unassigned,unassigned,NOT FOUND,N/A,True
Data Privacy Operations,Data Privacy Operations,Data Privacy Operations Help Project,data privacy operations help project,NOT FOUND,N/A,True
Remote Code Load,Remote Code Load,Remote Code Load,remote code load,NOT FOUND,N/A,True
eCare: MyIBM,eCare: MyIBM,Digital Commerce,digital commerce,NOT FOUND,N/A,True
Salesforce External Support,Salesforce External Support,External Support,external support,NOT FOUND,N/A,True
eCare: Passport Advantage,eCare: Passport Advantage,PA Care,pa care,NOT FOUND,N/A,True
FlashArray//c Hybrid Storage,FlashArray//c Hybrid Storage,FlashArray//c Hybrid Storage,flasharray//c hybrid storage,NOT FOUND,N/A,True
Data Privacy Operations,Data Privacy Operations,Chief Privacy Office,chief privacy office,NOT FOUND,N/A,True
Systems Predictive Support,Systems Predictive Support,Systems Predictive Support,systems predictive support,NOT FOUND,N/A,True
Fix Exception,Fix Exception,Fix Exception Handling,fix exception handling,NOT FOUND,N/A,True
SkillsBuild High School Tenant,SkillsBuild High School Tenant,SkillsBuild,skillsbuild,NOT FOUND,N/A,True
SkillsBuild Adult Tenant,SkillsBuild Adult Tenant,SkillsBuild,skillsbuild,NOT FOUND,N/A,True
eCare: Passport Advantage,eCare: Passport Advantage,SQO Care,sqo care,NOT FOUND,N/A,True
eCare: CPQ,eCare: CPQ,SQO Care,sqo care,NOT FOUND,N/A,True
Digital Commerce: Accounting Products,Digital Commerce: Accounting Products,Digital Commerce,digital commerce,NOT FOUND,N/A,True
SkillsBuild Level 1,SkillsBuild Level 1,SkillsBuild,skillsbuild,NOT FOUND,N/A,True
,,Digital eCare,digital ecare,NOT FOUND,N/A,True
Invoices and Orders,Invoices and Orders,SPSS Invoices and Orders,spss invoices and orders,NOT FOUND,N/A,True
,,PA Care,pa care,NOT FOUND,N/A,True
FixCentral Feedback,FixCentral Feedback,SF Support,sf support,NOT FOUND,N/A,True
ThinkSmart Hub Series Conference Room Devices,ThinkSmart Hub Series Conference Room Devices,ThinkSmart Hub Series Conference Room Devices,thinksmart hub series conference room devices,NOT FOUND,N/A,True
ThinkSystem SR V4 Series Server,ThinkSystem SR V4 Series Server,unassigned,unassigned,NOT FOUND,N/A,True
Transition Accelerator Kit,Transition Accelerator Kit,unassigned,unassigned,NOT FOUND,N/A,True
SkillsBuild Partner Tenant,SkillsBuild Partner Tenant,SkillsBuild,skillsbuild,NOT FOUND,N/A,True
Call Home Connect,Call Home Connect,Call Home Connect,call home connect,NOT FOUND,N/A,True
Premium Operations IBMi,Premium Operations IBMi,Premium Operations IBM i,premium operations ibm i,NOT FOUND,N/A,True
Security SWAT,Security SWAT,Security SWAT,security swat,NOT FOUND,N/A,True
eCare: Passport Advantage,eCare: Passport Advantage,Singapore Care,singapore care,NOT FOUND,N/A,True
Client Value Acceleration Portal,Client Value Acceleration Portal,unassigned,unassigned,NOT FOUND,N/A,True
FlashArray//x Storage,FlashArray//x Storage,FlashArray//x Storage,flasharray//x storage,NOT FOUND,N/A,True
Internal Customer Experience Analytics,Internal Customer Experience Analytics,Internal Customer Experience Analytics,internal customer experience analytics,NOT FOUND,N/A,True
Storage Extension Shelves,Storage Extension Shelves,Storage,storage,NOT FOUND,N/A,True
IBM Digital 3PM: 3PM Support,IBM Digital 3PM: 3PM Support,Digital 3PM,digital 3pm,NOT FOUND,N/A,True
Invoices and Orders,Invoices and Orders,Digital Commerce,digital commerce,NOT FOUND,N/A,True
ThinkSystem Edge Server Series,ThinkSystem Edge Server Series,unassigned,unassigned,NOT FOUND,N/A,True
,,SQO Care,sqo care,NOT FOUND,N/A,True
,,Singapore Care,singapore care,NOT FOUND,N/A,True
eCare: SQO,eCare: SQO,PA Care,pa care,NOT FOUND,N/A,True
eCare: SQO,eCare: SQO,SQO Care,sqo care,NOT FOUND,N/A,True
ThinkSystem SR Series GPU Server,ThinkSystem SR Series GPU Server,unassigned,unassigned,NOT FOUND,N/A,True
Partner Ecosystem Support,Partner Ecosystem Support,External Support,external support,NOT FOUND,N/A,True
eCare: CPQ,eCare: CPQ,PA Care,pa care,NOT FOUND,N/A,True
ECuRep,ECuRep,SF Support,sf support,NOT FOUND,N/A,True
Invoices and Orders,Invoices and Orders,PA Care,pa care,NOT FOUND,N/A,True
Electronic Connections,Electronic Connections,Electronic Connections,electronic connections,NOT FOUND,N/A,True
ThinkSystem DM Series Storage,ThinkSystem DM Series Storage,ThinkSystem DM Series Storage Systems,thinksystem dm series storage systems,NOT FOUND,N/A,True
DataAI SWAT,DataAI SWAT,DataAI Upgrade SWAT,dataai upgrade swat,NOT FOUND,N/A,True
Accelerated Value Program Services,Accelerated Value Program Services,Accelerated Value Program Services,accelerated value program services,NOT FOUND,N/A,True
Integration SWAT,Integration SWAT,Integration SWAT,integration swat,NOT FOUND,N/A,True
MultiCloud SaaS Platform (Internal),MultiCloud SaaS Platform (Internal),MultiCloud SaaS Platform(MCSP),multicloud saas platform(mcsp),NOT FOUND,N/A,True
IBMid Support,IBMid Support,PA Care,pa care,NOT FOUND,N/A,True
Inspiron,Inspiron,Inspiron,inspiron,NOT FOUND,N/A,True
Watson in Support TEST Product,Watson in Support TEST Product,External Support,external support,NOT FOUND,N/A,True
WiS TEST Product BWL,WiS TEST Product BWL,Watson in Support Test Only,watson in support test only,NOT FOUND,N/A,True
CSP Test Automation Product,CSP Test Automation Product,Test King Friday Product,test king friday product,NOT FOUND,N/A,True
CSP Test Automation Product,CSP Test Automation Product,CSP Test Automation Mission,csp test automation mission,NOT FOUND,N/A,True
Watson in Support TEST Product,Watson in Support TEST Product,Watson in Support Test Only,watson in support test only,NOT FOUND,N/A,True
eCare: SQO,eCare: SQO,Singapore Care,singapore care,NOT FOUND,N/A,True
Hyperscale Series,Hyperscale Series,Networking - Hyperscale,networking - hyperscale,NOT FOUND,N/A,True
Business Automation SWAT,Business Automation SWAT,Business Automation SWAT,business automation swat,NOT FOUND,N/A,True
Test ENT: Db2 pureScale,Test ENT: Db2 pureScale,Test King Friday Product,test king friday product,NOT FOUND,N/A,True
Old Test Live Agent Prod,Old Test Live Agent Prod,Old Test Live Agent Prod,old test live agent prod,NOT FOUND,N/A,True
eCare: CPQ,eCare: CPQ,Singapore Care,singapore care,NOT FOUND,N/A,True
MyNotification,MyNotification,SF Support,sf support,NOT FOUND,N/A,True
DataAI SWAT,DataAI SWAT,DataAI SWAT,dataai swat,NOT FOUND,N/A,True
IBM Support for Cisco Spark,IBM Support for Cisco Spark,IBM Support for Cisco Spark,ibm support for cisco spark,NOT FOUND,N/A,True
ThinkSystem SR V2 Series Server,ThinkSystem SR V2 Series Server,No Product,no product,NOT FOUND,N/A,True
eCare: MyIBM,eCare: MyIBM,PA Care,pa care,NOT FOUND,N/A,True
Invoices and Orders,Invoices and Orders,Singapore Care,singapore care,NOT FOUND,N/A,True
eCare: Redhat,eCare: Redhat,Singapore Care,singapore care,NOT FOUND,N/A,True
IBMid Enterprise Federation,IBMid Enterprise Federation,External Support,external support,NOT FOUND,N/A,True
ModernSystems,ModernSystems,unassigned,unassigned,NOT FOUND,N/A,True
ThinkAgile MX Series Server,ThinkAgile MX Series Server,ThinkSystem D10xx Series Storage Systems,thinksystem d10xx series storage systems,NOT FOUND,N/A,True
eCare: Partner,eCare: Partner,SQO Care,sqo care,NOT FOUND,N/A,True
ThinkSystem DG Series Storage,ThinkSystem DG Series Storage,ThinkSystem DG Series Storage Systems,thinksystem dg series storage systems,NOT FOUND,N/A,True
WebSphere SWAT,WebSphere SWAT,WebSphere SWAT,websphere swat,NOT FOUND,N/A,True
Confluent Platform for Z and LinuxONE Acquisition,Confluent Platform for Z and LinuxONE Acquisition,unassigned,unassigned,NOT FOUND,N/A,True
ThinkSystem SR Series GPU Server,ThinkSystem SR Series GPU Server,No Product,no product,NOT FOUND,N/A,True
Data Privacy Operations,Data Privacy Operations,Chief Privacy Office - AI Ethics,chief privacy office - ai ethics,NOT FOUND,N/A,True
Salesforce Internal Support,Salesforce Internal Support,External Support,external support,NOT FOUND,N/A,True
DataAI Upgrade SWAT,DataAI Upgrade SWAT,DataAI Upgrade SWAT,dataai upgrade swat,NOT FOUND,N/A,True
eCare: MyIBM,eCare: MyIBM,Singapore Care,singapore care,NOT FOUND,N/A,True
HashiCorp Terraform,HashiCorp Terraform,Hashicorp Terraform,hashicorp terraform,NOT FOUND,N/A,True
eCare: Passport Advantage,eCare: Passport Advantage,Digital Commerce,digital commerce,NOT FOUND,N/A,True
IBM i Lab Services,IBM i Lab Services,IBM i Lab Services,ibm i lab services,NOT FOUND,N/A,True
Modern Data Accelerators,Modern Data Accelerators,unassigned,unassigned,NOT FOUND,N/A,True
Hashicorp Vault,Hashicorp Vault,Hashicorp Vault,hashicorp vault,NOT FOUND,N/A,True
,,unassigned,unassigned,NOT FOUND,N/A,True
eCare: MyIBM,eCare: MyIBM,Digital 3PM,digital 3pm,NOT FOUND,N/A,True
ThinkServer TD Series,ThinkServer TD Series,System X,system x,NOT FOUND,N/A,True
Software Support App,Software Support App,IBM Software Support App,ibm software support app,NOT FOUND,N/A,True
eCare: SQO,eCare: SQO,Digital Commerce,digital commerce,NOT FOUND,N/A,True
ThinkServer RD Series,ThinkServer RD Series,EBG Server,ebg server,NOT FOUND,N/A,True
SAN Series Storage,SAN Series Storage,ThinkSystem S22xx Series Storage Systems,thinksystem s22xx series storage systems,NOT FOUND,N/A,True
Operations Manager for z/VM,Operations Manager for z/VM,Operations Manager for zVM,operations manager for zvm,NOT FOUND,N/A,True
Salesforce External Support,Salesforce External Support,Singapore Care,singapore care,NOT FOUND,N/A,True
Automation Test Product,Automation Test Product,CSP Test Automation Mission,csp test automation mission,NOT FOUND,N/A,True
ThinkServer TS Series,ThinkServer TS Series,ThinkSystem S32xx Series Storage Systems,thinksystem s32xx series storage systems,NOT FOUND,N/A,True
Red Hat Marketplace,Red Hat Marketplace,unassigned,unassigned,NOT FOUND,N/A,True
ThinkEdge Series Personal Computers,ThinkEdge Series Personal Computers,ThinkEdge Series Personal Computers,thinkedge series personal computers,NOT FOUND,N/A,True
Partner Ecosystem Support,Partner Ecosystem Support,SQO Care,sqo care,NOT FOUND,N/A,True
MultiCloud SaaS Platform,MultiCloud SaaS Platform,MultiCloud SaaS Platform(MCSP),multicloud saas platform(mcsp),NOT FOUND,N/A,True
Db2 Management Solution Pack for z/OS,Db2 Management Solution Pack for z/OS,Db2 Management Solution Pack for z/OS,db2 management solution pack for z/os,NOT FOUND,N/A,True
Partner Ecosystem Support,Partner Ecosystem Support,Singapore Care,singapore care,NOT FOUND,N/A,True
Rack Cabinets and Accessories,Rack Cabinets and Accessories,unassigned,unassigned,NOT FOUND,N/A,True
Archive and Essence Manager,Archive and Essence Manager,unassigned,unassigned,NOT FOUND,N/A,True
FlashSystem 5600,FlashSystem 5600,No Product,no product,NOT FOUND,N/A,True
ThinkSystem SR V4 Series Server,ThinkSystem SR V4 Series Server,No Product,no product,NOT FOUND,N/A,True
ServiceLink & IBMLink,ServiceLink & IBMLink,ServiceLink & IBMLink,servicelink & ibmlink,NOT FOUND,N/A,True
IdeaCentre,IdeaCentre,IdeaCentre,ideacentre,NOT FOUND,N/A,True
Db2 for z/OS SWAT,Db2 for z/OS SWAT,unassigned,unassigned,NOT FOUND,N/A,True
IMS Tiger Team SWAT,IMS Tiger Team SWAT,unassigned,unassigned,NOT FOUND,N/A,True
Proactive Assessments Project Services,Proactive Assessments Project Services,unassigned,unassigned,NOT FOUND,N/A,True
Webex Board,Webex Board,Webex Board,webex board,NOT FOUND,N/A,True
BOB@IBM,BOB@IBM,Digital Commerce,digital commerce,NOT FOUND,N/A,True
ASR 9000 Series Aggregation Services Routers,ASR 9000 Series Aggregation Services Routers,unassigned,unassigned,NOT FOUND,N/A,True
Electronic Service Agent,Electronic Service Agent,Electronic Service Agent,electronic service agent,NOT FOUND,N/A,True
IMS Extended Terminal Option Support for z/OS,IMS Extended Terminal Option Support for z/OS,IMS ETO Support,ims eto support,NOT FOUND,N/A,True
Scanner Cradle Charger,Scanner Cradle Charger,Scanner Cradle Charger,scanner cradle charger,NOT FOUND,N/A,True
Overlay Generation Language/370,Overlay Generation Language/370,OGL/370,ogl/370,NOT FOUND,N/A,True
Premium Operation z HW,Premium Operation z HW,Storage Premium Operations,storage premium operations,NOT FOUND,N/A,True
Premium Operation z SW,Premium Operation z SW,Storage Premium Operations,storage premium operations,NOT FOUND,N/A,True
High Performance Unload,High Performance Unload,High Performance Unload,high performance unload,NOT FOUND,N/A,True
